Fecha,Cierre,Apertura,MÃ¡ximo,MÃ­nimo,Quarter,Weekday
2016-08-31,126.12,125.6,126.22,125.1,3,Wednesday
2016-09-02,99.54,97.14,102.4,96.82,3,Friday
2016-09-03,107.51,106.7,107.51,105.49,3,Saturday
2016-09-05,119.24,119.54,120.28,118.9,3,Monday
2016-09-06,118.56,118.13,118.68,117.71,3,Tuesday
2016-09-08,125.06,125.34,126.09,124.53,3,Thursday
2016-09-09,127.1,129.71,129.95,127.1,3,Friday
2016-09-11,123.18,121.5,123.81,120.51,3,Sunday
2016-09-12,119.68,119.22,119.94,118.95,3,Monday
2016-09-13,127.21,128.03,128.35,126.66,3,Tuesday
2016-09-14,127.77,126.89,128.8,126.89,3,Wednesday
2016-09-15,128.35,127.98,129.1,127.67,3,Thursday
2016-09-16,129.07,128.2,129.18,128.2,3,Friday
2016-09-19,128.65,129.91,129.94,128.26,3,Monday
2016-09-20,128.64,128.65,129.17,128.03,3,Tuesday
2016-09-21,129.94,129.13,130.0,128.39,3,Wednesday
2016-09-22,130.08,130.5,130.73,129.56,3,Thursday
2016-09-23,127.96,127.56,128.6,127.3,3,Friday
2016-09-26,127.31,127.37,128.16,126.8,3,Monday
2016-09-27,128.69,127.61,129.01,127.43,3,Tuesday
2016-09-28,129.23,129.21,129.47,128.4,3,Wednesday
2016-09-29,128.09,129.18,129.29,127.55,3,Thursday
2016-09-30,128.27,128.03,128.59,127.45,3,Friday
2016-10-02,101.0,101.55,103.25,100.24,4,Sunday
2016-10-03,107.32,107.91,108.66,105.77,4,Monday
2016-10-05,120.5,119.62,120.5,114.8,4,Wednesday
2016-10-06,116.62,117.54,118.11,116.26,4,Thursday
2016-10-08,124.88,125.07,125.48,124.54,4,Saturday
2016-10-10,130.24,129.68,130.7,129.2,4,Monday
2016-10-11,120.8,123.93,124.18,115.27,4,Tuesday
2016-10-13,127.82,128.21,128.25,126.75,4,Thursday
2016-10-14,127.88,128.49,128.95,127.58,4,Friday
2016-10-17,127.54,128.2,128.47,127.32,4,Monday
2016-10-18,128.57,128.68,129.39,128.01,4,Tuesday
2016-10-19,130.11,128.74,130.47,128.6,4,Wednesday
2016-10-20,130.0,130.07,130.66,129.5,4,Thursday
2016-10-21,132.07,129.78,132.13,129.7,4,Friday
2016-10-24,133.28,132.72,133.41,132.15,4,Monday
2016-10-25,132.29,133.5,133.5,132.22,4,Tuesday
2016-10-26,131.04,131.64,132.26,130.94,4,Wednesday
2016-10-27,129.69,131.74,131.8,129.27,4,Thursday
2016-10-28,131.29,130.5,132.97,129.93,4,Friday
2016-10-31,130.99,132.01,132.12,130.88,4,Monday
2016-11-01,97.51,97.91,98.6,95.39,4,Tuesday
2016-11-02,101.91,99.6,105.11,98.88,4,Wednesday
2016-11-03,109.41,108.48,109.42,107.92,4,Thursday
2016-11-04,108.99,110.7,110.91,108.77,4,Friday
2016-11-05,119.52,120.41,121.08,119.42,4,Saturday
2016-11-07,117.87,117.71,118.7,117.5,4,Monday
2016-11-08,124.9,125.2,125.38,124.75,4,Tuesday
2016-11-10,128.88,130.23,130.64,128.23,4,Thursday
2016-11-11,119.02,119.53,120.7,118.15,4,Friday
2016-11-14,115.08,119.13,119.13,113.55,4,Monday
2016-11-15,117.2,116.73,118.49,115.83,4,Tuesday
2016-11-16,116.34,114.48,117.88,114.21,4,Wednesday
2016-11-17,117.79,116.81,117.79,116.01,4,Thursday
2016-11-18,117.02,118.39,119.13,116.84,4,Friday
2016-11-21,121.77,118.2,121.95,117.8,4,Monday
2016-11-22,121.47,122.4,122.98,120.9,4,Tuesday
2016-11-23,120.84,121.23,121.31,119.94,4,Wednesday
2016-11-25,120.38,121.01,121.14,120.07,4,Friday
2016-11-28,120.41,120.12,121.69,119.82,4,Monday
2016-11-29,120.87,120.57,122.1,120.4,4,Tuesday
2016-11-30,118.42,120.32,121.79,117.95,4,Wednesday
2016-12-01,99.37,99.0,99.96,97.55,4,Thursday
2016-12-02,102.01,103.74,104.24,101.09,4,Friday
2016-12-04,110.61,109.34,111.16,108.99,4,Sunday
2016-12-05,120.28,119.98,120.84,118.9,4,Monday
2016-12-07,117.93,118.63,118.72,117.57,4,Wednesday
2016-12-08,124.88,124.7,125.0,124.18,4,Thursday
2016-12-09,128.69,125.96,128.76,125.75,4,Friday
2016-12-10,129.05,129.01,129.66,128.46,4,Saturday
2016-12-12,117.77,119.22,119.24,117.65,4,Monday
2016-12-13,120.31,117.86,121.52,117.61,4,Tuesday
2016-12-14,120.21,120.0,121.69,118.85,4,Wednesday
2016-12-15,120.57,120.08,122.5,119.63,4,Thursday
2016-12-16,119.87,120.9,121.5,119.27,4,Friday
2016-12-19,119.24,119.85,120.36,118.51,4,Monday
2016-12-20,119.09,119.5,119.77,118.8,4,Tuesday
2016-12-21,119.04,118.92,119.2,118.48,4,Wednesday
2016-12-22,117.4,118.86,118.99,116.93,4,Thursday
2016-12-23,117.27,117.0,117.56,116.3,4,Friday
2016-12-27,118.01,116.96,118.68,116.86,4,Tuesday
2016-12-28,116.92,118.19,118.25,116.65,4,Wednesday
2016-12-29,116.35,117.0,117.53,116.06,4,Thursday
2016-12-30,115.05,116.59,116.83,114.77,4,Friday
2017-01-02,133.23,132.25,133.49,130.68,1,Monday
2017-01-03,137.42,136.47,137.48,136.3,1,Tuesday
2017-01-05,152.46,151.74,152.57,151.42,1,Thursday
2017-01-06,151.53,151.75,152.29,150.3,1,Friday
2017-01-08,169.86,169.82,170.47,169.05,1,Sunday
2017-01-09,172.02,172.4,172.91,171.31,1,Monday
2017-01-11,182.66,182.36,182.9,180.57,1,Wednesday
2017-01-12,175.1,176.03,177.48,172.34,1,Thursday
2017-01-13,128.34,127.49,129.27,127.37,1,Friday
2017-01-17,127.87,128.04,128.34,127.4,1,Tuesday
2017-01-18,127.92,128.41,128.43,126.84,1,Wednesday
2017-01-19,127.55,128.23,128.35,127.45,1,Thursday
2017-01-20,127.04,128.1,128.48,126.78,1,Friday
2017-01-23,128.93,127.31,129.25,126.95,1,Monday
2017-01-24,129.37,129.38,129.9,128.38,1,Tuesday
2017-01-25,131.48,130.0,131.74,129.77,1,Wednesday
2017-01-26,132.78,131.63,133.14,131.44,1,Thursday
2017-01-27,132.18,132.68,132.95,131.08,1,Friday
2017-01-30,130.98,131.58,131.58,129.6,1,Monday
2017-01-31,130.32,130.17,130.66,129.52,1,Tuesday
2017-02-02,130.84,133.22,135.49,130.4,1,Thursday
2017-02-03,136.76,137.09,137.82,136.31,1,Friday
2017-02-05,152.78,153.34,153.44,151.66,1,Sunday
2017-02-06,153.61,151.85,153.63,151.3,1,Monday
2017-02-08,169.3,170.3,170.55,166.91,1,Wednesday
2017-02-10,169.47,171.39,171.87,168.75,1,Friday
2017-02-11,178.92,180.63,181.94,177.34,1,Saturday
2017-02-13,134.05,134.7,134.7,133.7,1,Monday
2017-02-14,133.85,134.1,134.23,132.55,1,Tuesday
2017-02-15,133.44,133.45,133.7,132.66,1,Wednesday
2017-02-16,133.84,133.07,133.87,133.02,1,Thursday
2017-02-17,133.53,133.5,134.09,133.17,1,Friday
2017-02-21,133.72,133.5,133.91,132.9,1,Tuesday
2017-02-22,136.12,133.6,136.79,133.46,1,Wednesday
2017-02-23,135.36,135.89,136.12,134.33,1,Thursday
2017-02-24,135.44,134.16,135.62,134.16,1,Friday
2017-02-27,136.41,135.26,137.18,135.02,1,Monday
2017-02-28,135.54,136.79,136.81,134.75,1,Tuesday
2017-03-01,116.86,116.03,117.84,115.51,1,Wednesday
2017-03-02,130.98,131.24,132.85,130.76,1,Thursday
2017-03-03,137.17,136.63,137.33,136.08,1,Friday
2017-03-04,142.28,141.93,142.47,140.82,1,Saturday
2017-03-05,151.8,153.6,153.6,151.34,1,Sunday
2017-03-07,148.43,151.72,152.15,147.8,1,Tuesday
2017-03-08,168.59,169.3,169.7,168.25,1,Wednesday
2017-03-10,169.96,169.3,170.73,169.2,1,Friday
2017-03-11,178.92,179.29,179.86,176.71,1,Saturday
2017-03-13,139.6,138.71,139.68,138.67,1,Monday
2017-03-14,139.32,139.46,139.46,138.52,1,Tuesday
2017-03-15,139.72,139.29,140.1,138.49,1,Wednesday
2017-03-16,139.99,140.2,140.25,139.73,1,Thursday
2017-03-17,139.84,140.34,140.34,139.7,1,Friday
2017-03-20,139.94,139.71,140.19,139.25,1,Monday
2017-03-21,138.51,141.15,142.31,138.4,1,Tuesday
2017-03-22,139.59,137.93,139.79,137.6,1,Wednesday
2017-03-23,139.53,139.48,140.39,139.09,1,Thursday
2017-03-24,140.34,140.08,141.02,139.76,1,Friday
2017-03-27,140.32,139.05,140.65,138.77,1,Monday
2017-03-28,141.76,140.36,141.95,140.01,1,Tuesday
2017-03-29,142.65,141.99,142.86,141.43,1,Wednesday
2017-03-30,142.41,142.4,142.95,141.85,1,Thursday
2017-03-31,142.05,142.31,142.63,141.89,1,Friday
2017-04-01,118.69,117.55,119.66,117.29,2,Saturday
2017-04-04,141.73,141.86,142.09,141.27,2,Tuesday
2017-04-05,150.85,150.17,151.52,148.72,2,Wednesday
2017-04-08,169.62,168.97,170.06,168.69,2,Saturday
2017-04-10,168.42,169.83,170.67,168.29,2,Monday
2017-04-12,171.47,176.29,176.57,170.79,2,Wednesday
2017-04-13,139.39,139.62,140.58,139.33,2,Thursday
2017-04-17,141.42,139.76,141.55,139.75,2,Monday
2017-04-18,140.96,141.27,141.91,140.61,2,Tuesday
2017-04-19,142.27,141.35,143.04,141.27,2,Wednesday
2017-04-20,143.8,142.95,144.25,142.69,2,Thursday
2017-04-21,143.68,143.9,144.17,142.27,2,Friday
2017-04-24,145.47,144.96,145.67,144.34,2,Monday
2017-04-25,146.49,145.79,147.15,145.79,2,Tuesday
2017-04-26,146.56,147.09,147.59,146.09,2,Wednesday
2017-04-27,147.7,146.67,147.75,146.14,2,Thursday
2017-04-28,150.25,149.5,151.53,149.07,2,Friday
2017-05-01,120.67,118.86,120.95,118.32,2,Monday
2017-05-04,141.85,142.26,143.44,141.29,2,Thursday
2017-05-05,150.24,151.45,151.63,149.79,2,Friday
2017-05-06,153.63,153.64,154.71,153.41,2,Saturday
2017-05-07,150.34,149.0,150.85,148.13,2,Sunday
2017-05-09,170.72,171.27,172.39,169.55,2,Tuesday
2017-05-10,171.24,169.18,171.31,168.6,2,Wednesday
2017-05-12,172.83,170.45,175.38,169.01,2,Friday
2017-05-15,150.19,150.17,151.48,149.77,2,Monday
2017-05-16,149.78,150.11,150.21,149.03,2,Tuesday
2017-05-17,144.85,148.0,148.67,144.42,2,Wednesday
2017-05-18,147.66,144.72,148.15,144.51,2,Thursday
2017-05-19,148.06,148.44,149.39,147.96,2,Friday
2017-05-22,148.24,148.08,148.59,147.69,2,Monday
2017-05-23,148.07,148.52,148.81,147.25,2,Tuesday
2017-05-24,150.04,148.51,150.23,148.42,2,Wednesday
2017-05-25,151.96,150.3,152.59,149.95,2,Thursday
2017-05-26,152.13,152.23,152.25,151.15,2,Friday
2017-05-30,152.38,151.97,152.9,151.64,2,Tuesday
2017-05-31,151.46,152.7,153.35,151.09,2,Wednesday
2017-06-01,123.41,120.98,123.88,120.03,2,Thursday
2017-06-02,132.06,130.98,132.06,130.3,2,Friday
2017-06-03,137.42,136.88,137.83,136.51,2,Saturday
2017-06-04,141.17,142.11,142.22,140.91,2,Sunday
2017-06-06,152.81,153.41,154.52,152.48,2,Tuesday
2017-06-07,148.82,149.03,150.04,148.0,2,Wednesday
2017-06-09,172.09,170.91,172.48,169.57,2,Friday
2017-06-10,172.23,170.25,172.37,169.75,2,Saturday
2017-06-11,180.17,178.56,180.45,178.31,2,Sunday
2017-06-12,176.06,172.5,176.77,171.9,2,Monday
2017-06-13,150.68,150.15,151.18,148.9,2,Tuesday
2017-06-14,150.25,151.26,152.4,149.05,2,Wednesday
2017-06-15,149.8,147.67,150.04,146.37,2,Thursday
2017-06-16,150.64,149.59,150.83,148.6,2,Friday
2017-06-19,152.87,151.71,153.57,151.71,2,Monday
2017-06-20,152.25,152.88,153.84,152.21,2,Tuesday
2017-06-21,153.91,152.36,154.08,151.88,2,Wednesday
2017-06-22,153.4,153.01,154.55,152.91,2,Thursday
2017-06-23,155.07,152.72,155.2,152.65,2,Friday
2017-06-26,153.59,156.25,156.5,153.2,2,Monday
2017-06-27,150.58,152.84,153.31,150.39,2,Tuesday
2017-06-28,153.24,150.92,153.47,149.86,2,Wednesday
2017-06-29,151.04,152.28,152.5,148.92,2,Thursday
2017-06-30,150.98,151.9,151.92,150.06,2,Friday
2017-07-02,131.84,132.24,133.0,131.66,3,Sunday
2017-07-03,137.3,137.03,138.37,136.99,3,Monday
2017-07-04,140.78,141.2,141.55,140.24,3,Tuesday
2017-07-06,153.12,153.27,153.75,152.34,3,Thursday
2017-07-07,151.44,149.25,151.99,149.19,3,Friday
2017-07-08,171.98,169.95,172.06,169.66,3,Saturday
2017-07-09,173.21,171.94,173.31,170.27,3,Sunday
2017-07-11,180.25,180.5,180.75,178.96,3,Tuesday
2017-07-12,180.14,175.8,180.39,175.8,3,Wednesday
2017-07-13,159.26,158.74,159.78,158.42,3,Thursday
2017-07-14,159.97,160.13,160.32,159.33,3,Friday
2017-07-17,159.73,160.25,160.78,158.81,3,Monday
2017-07-18,162.86,159.66,163.73,159.42,3,Tuesday
2017-07-19,164.14,163.59,165.7,163.17,3,Wednesday
2017-07-20,164.53,164.8,165.0,162.81,3,Thursday
2017-07-21,164.43,164.16,165.05,163.75,3,Friday
2017-07-24,166.0,164.64,166.17,164.31,3,Monday
2017-07-25,165.28,165.01,165.54,163.86,3,Tuesday
2017-07-26,165.61,166.01,166.01,164.1,3,Wednesday
2017-07-27,170.44,174.7,175.49,167.5,3,Thursday
2017-07-28,172.45,169.07,173.43,169.05,3,Friday
2017-07-31,169.25,172.0,172.72,168.55,3,Monday
2017-08-02,134.2,132.6,134.44,132.44,3,Wednesday
2017-08-03,137.72,137.15,137.99,137.05,3,Thursday
2017-08-05,151.06,150.71,151.08,149.74,3,Saturday
2017-08-06,154.71,154.08,154.73,153.1,3,Sunday
2017-08-08,171.23,171.88,173.05,170.62,3,Tuesday
2017-08-09,170.95,173.09,173.49,170.8,3,Wednesday
2017-08-11,179.56,179.79,180.35,179.11,3,Friday
2017-08-12,179.0,181.53,182.28,178.74,3,Saturday
2017-08-14,170.75,170.09,171.08,169.29,3,Monday
2017-08-15,171.0,171.49,171.5,170.01,3,Tuesday
2017-08-16,170.0,171.25,171.38,169.24,3,Wednesday
2017-08-17,166.91,169.34,169.86,166.85,3,Thursday
2017-08-18,167.41,166.84,168.67,166.21,3,Friday
2017-08-21,167.78,167.16,168.0,165.82,3,Monday
2017-08-22,169.64,168.28,169.87,167.15,3,Tuesday
2017-08-23,168.71,168.84,169.36,168.2,3,Wednesday
2017-08-24,167.74,168.88,169.29,166.41,3,Thursday
2017-08-25,166.32,167.86,168.38,166.18,3,Friday
2017-08-28,167.24,166.91,167.7,166.33,3,Monday
2017-08-29,168.05,165.25,168.43,165.0,3,Tuesday
2017-08-30,169.92,168.17,170.18,167.63,3,Wednesday
2017-08-31,171.97,170.4,172.15,170.06,3,Thursday
2017-09-01,124.9,123.55,125.43,123.04,3,Friday
2017-09-02,134.14,134.49,134.5,133.31,3,Saturday
2017-09-03,138.24,137.72,138.57,137.4,3,Sunday
2017-09-05,150.48,151.49,152.59,150.21,3,Tuesday
2017-09-06,149.6,154.77,155.59,146.61,3,Wednesday
2017-09-08,171.18,169.98,171.45,169.56,3,Friday
2017-09-10,172.5,172.7,174.88,172.0,3,Sunday
2017-09-11,179.3,178.31,179.4,177.09,3,Monday
2017-09-13,173.05,173.01,173.17,172.06,3,Wednesday
2017-09-14,170.96,172.26,172.28,170.5,3,Thursday
2017-09-15,171.64,170.88,172.34,170.26,3,Friday
2017-09-18,170.01,171.99,172.07,169.34,3,Monday
2017-09-19,172.52,170.62,172.56,170.36,3,Tuesday
2017-09-20,172.17,172.5,173.05,170.7,3,Wednesday
2017-09-21,171.11,171.69,172.27,170.01,3,Thursday
2017-09-22,170.54,170.21,171.73,169.22,3,Friday
2017-09-25,162.87,169.24,169.3,161.56,3,Monday
2017-09-26,164.21,164.5,165.5,162.78,3,Tuesday
2017-09-27,167.68,165.9,168.34,165.57,3,Wednesday
2017-09-28,168.73,167.94,169.07,167.16,3,Thursday
2017-09-29,170.87,168.83,171.66,168.81,3,Friday
2017-10-01,124.35,124.82,125.5,124.28,4,Sunday
2017-10-02,134.19,134.1,134.94,133.68,4,Monday
2017-10-03,138.79,138.91,139.49,138.22,4,Tuesday
2017-10-04,141.04,141.0,141.43,140.63,4,Wednesday
2017-10-05,150.29,150.23,150.52,148.86,4,Thursday
2017-10-07,153.5,151.69,153.98,151.51,4,Saturday
2017-10-08,167.4,170.06,170.59,166.85,4,Sunday
2017-10-10,171.59,173.0,173.2,170.8,4,Tuesday
2017-10-11,178.46,178.35,179.1,177.96,4,Wednesday
2017-10-13,173.74,173.45,174.65,173.2,4,Friday
2017-10-16,174.52,174.49,175.0,174.06,4,Monday
2017-10-17,176.11,174.71,176.13,174.36,4,Tuesday
2017-10-18,176.03,176.65,176.74,175.75,4,Wednesday
2017-10-19,174.56,174.93,176.03,172.63,4,Thursday
2017-10-20,174.98,175.5,175.88,174.63,4,Friday
2017-10-23,171.27,175.2,175.34,171.25,4,Monday
2017-10-24,171.8,172.3,173.24,171.5,4,Tuesday
2017-10-25,170.6,171.9,172.25,168.89,4,Wednesday
2017-10-26,170.63,171.38,172.28,170.39,4,Thursday
2017-10-27,177.88,174.15,178.21,173.9,4,Friday
2017-10-30,179.87,179.26,180.69,177.61,4,Monday
2017-10-31,180.06,180.57,180.8,178.94,4,Tuesday
2017-11-01,126.09,124.35,126.12,124.06,4,Wednesday
2017-11-04,139.92,140.8,141.03,138.81,4,Saturday
2017-11-05,150.04,150.31,150.65,149.41,4,Sunday
2017-11-07,155.27,153.37,155.42,152.91,4,Tuesday
2017-11-08,168.08,167.95,168.82,166.85,4,Wednesday
2017-11-09,173.51,172.4,173.89,172.2,4,Thursday
2017-11-10,172.74,171.95,172.78,171.4,4,Friday
2017-11-12,179.04,179.3,180.22,178.8,4,Sunday
2017-11-13,178.77,177.5,179.04,177.3,4,Monday
2017-11-14,178.07,178.13,178.97,177.18,4,Tuesday
2017-11-15,177.95,176.66,178.57,176.4,4,Wednesday
2017-11-16,179.59,178.76,179.83,178.5,4,Thursday
2017-11-17,179.0,179.3,179.98,178.9,4,Friday
2017-11-20,178.74,178.87,179.5,178.1,4,Monday
2017-11-21,181.86,179.15,181.89,178.99,4,Tuesday
2017-11-22,180.87,181.3,181.73,180.44,4,Wednesday
2017-11-24,182.78,180.4,183.15,180.29,4,Friday
2017-11-27,183.03,182.56,183.73,181.99,4,Monday
2017-11-28,182.42,183.51,184.25,182.09,4,Tuesday
2017-11-29,175.13,181.89,181.97,174.0,4,Wednesday
2017-11-30,177.18,176.85,178.28,175.2,4,Thursday
2017-12-01,126.62,125.61,126.73,124.8,4,Friday
2017-12-04,139.58,139.72,140.4,139.44,4,Monday
2017-12-05,150.33,150.4,150.46,149.63,4,Tuesday
2017-12-06,148.44,148.17,149.19,144.56,4,Wednesday
2017-12-07,158.9,156.49,159.16,156.2,4,Thursday
2017-12-09,172.96,173.76,174.0,171.75,4,Saturday
2017-12-10,172.55,172.61,173.85,172.29,4,Sunday
2017-12-12,176.96,178.6,179.18,176.6,4,Tuesday
2017-12-13,178.3,177.3,179.16,177.25,4,Wednesday
2017-12-14,178.39,178.29,180.36,177.68,4,Thursday
2017-12-15,180.18,179.02,180.49,178.36,4,Friday
2017-12-18,180.82,181.01,181.3,179.75,4,Monday
2017-12-19,179.51,179.95,180.08,178.22,4,Tuesday
2017-12-20,177.89,179.81,179.81,177.36,4,Wednesday
2017-12-21,177.45,177.94,178.68,177.05,4,Thursday
2017-12-22,177.2,177.14,177.53,176.23,4,Friday
2017-12-26,175.99,176.63,177.0,174.67,4,Tuesday
2017-12-27,177.62,176.55,178.44,176.26,4,Wednesday
2017-12-28,177.92,177.95,178.94,177.68,4,Thursday
2017-12-29,176.46,178.0,178.85,176.46,4,Friday
